Experience passage 1 18/10 19:19 Sujet : Flavien Lebrun
0,2587054;0,7230099;0,110815;3;3;1
0,2573264;0,7223337;0,1002742;3;3;2
0,3736796;0,7229863;0,07866871;0;3;3
0,6360123;0,7211081;0,07297084;4;3;4
0,2556483;0,7228031;0,1059513;3;3;5
0,3711115;0,7224159;0,09355571;0;3;6
0,3696897;0,7219082;-0,09392983;2;3;7
0,4884101;0,7226778;-0,0799315;1;3;8
0,6098173;0,7219744;0,06516591;4;3;9
0,3769884;0,722461;0,08081096;0;3;10
0,3666695;0,7223124;-0,08896317;2;3;11
0,5082608;0,7211479;-0,08784571;1;3;12
0,3641715;0,7217597;-0,07519169;2;3;13
0,4374651;0,7216071;0,009231685;5;3;14
0,4305502;0,7217818;-0,01397396;5;3;15
0,2475037;0,7221356;0,09717943;3;3;16
0,3589813;0,72251;-0,09321084;2;3;17
0,4780304;0,7220508;-0,0880411;1;3;18
0,4203229;0,7231756;-0,005243253;5;3;19
0,3555687;0,7226179;-0,08152288;2;3;20
0,3753002;0,7210691;0,09507147;0;3;21
0,620236;0,7218232;0,07253683;4;3;22
0,6246062;0,7217748;0,07338965;4;3;23
0,3591767;0,7224854;-0,09180958;2;3;24
0,4798119;0,7226829;-0,0876388;1;3;25
0,4733687;0,7225998;-0,09587709;1;3;26
0,3887247;0,7228135;0,09282802;0;3;27
0,2794155;0,7222973;0,0954697;3;3;28
0,2536634;0,7221379;0,08949911;3;3;29
0,4238383;0,7220492;-0,004053261;5;3;30
0,4274213;0,7221204;-0,005732493;5;3;31
0,3480637;0,7219332;-0,08562611;2;3;32
0,3844086;0,720855;0,1018584;0;3;33
0,4818744;0,7213251;-0,08189223;1;3;34
0,3757749;0,7219281;0,08079776;0;3;35
0,4928324;0,7229308;-0,07852074;1;3;36
0,6274593;0,7222171;0,07813336;4;3;37
0,3421201;0,7223204;-0,08107469;2;3;38
0,244636;0,7229632;0,1031423;3;3;39
0,3818644;0,7215648;0,09367728;0;3;40
0,3605866;0,7224014;-0,08384635;2;3;41
0,4106338;0,7218598;-0,01130865;5;3;42
0,3554517;0,7220039;-0,083078;2;3;43
0,3520355;0,722524;-0,08463456;2;3;44
0,3532702;0,7227402;-0,09099918;2;3;45
0,4255436;0,721514;-0,0122982;5;3;46
0,472444;0,7220705;-0,09805152;1;3;47
0,4949857;0,7221723;-0,07874725;1;3;48
0,266195;0,7225063;0,0961401;3;3;49
0,4238735;0,7221183;0,0104903;5;3;50
0,6255688;0,7214731;0,08253556;4;3;51
0,4803281;0,7212293;-0,07362488;1;3;52
0,2421471;0,7206715;0,1112632;3;3;53
0,638029;0,721225;0,07927379;4;3;54
0,2510357;0,7221909;0,09382659;3;3;55
0,471145;0,7218335;-0,06689808;1;3;56
0,6277392;0,72198;0,07779468;4;3;57
0,4235319;0,722028;0,00501155;5;3;58
0,6369917;0,72069;0,07250726;4;3;59
0,43397;0,7216651;0,001532601;5;3;60
0,4275011;0,7219408;0,000130171;5;3;61
0,3724423;0,7223158;0,08823537;0;3;62
0,4924387;0,720753;-0,09048489;1;3;63
0,4324331;0,7222439;-0,009329668;5;3;64
0,6224129;0,7210578;0,06781076;4;3;65
0,3816715;0,7221564;0,07456014;0;3;66
0,3804671;0,7215815;0,08519666;0;3;67
0,6273857;0,7220739;0,07025651;4;3;68
0,6249067;0,722175;0,07339596;4;3;69
0,2539819;0,7216722;0,09247018;3;3;70
0,3631541;0,7213902;0,07157663;0;3;71
0,2645153;0,7224848;0,09766629;3;3;72
