0,257124;0,7265036;-0,002297999;4;1;1
0,1143323;0,7246835;-0,1148569;1;1;2
0,1436511;0,7248139;0,06523363;5;1;3
0,1728608;0,7230553;-0,122629;0;1;4
-0,02426277;0,724387;0,0540223;6;1;5
0,2791583;0,7239643;0,0230904;4;1;6
0,2844939;0,723391;0,03205742;4;1;7
0,1188194;0,7236065;-0,09453437;1;1;8
0,1187969;0,7231322;-0,1105269;1;1;9
0,2874361;0,7232413;0,01015153;4;1;10
0,1831784;0,7224908;-0,1226265;0;1;11
0,2877654;0,7239684;0,004573425;4;1;12
0,1713486;0,7231494;-0,1386273;0;1;13
0,1396525;0,7241474;0,05581724;5;1;14
0,03899309;0,7226241;-0,1389046;2;1;15
0,2085602;0,7235557;-0,1742387;3;1;16
0,05114222;0,7236148;-0,131662;2;1;17
0,2631708;0,7230827;-0,006525723;4;1;18
0,1240037;0,7251259;0,07521103;5;1;19
0,1934141;0,7229096;-0,1798161;3;1;20
0,1300978;0,7253303;0,08084849;5;1;21
-0,02738926;0,7254449;0,04922029;6;1;22
0,1867823;0,7228097;-0,2058513;3;1;23
0,156565;0,7221951;-0,1413592;0;1;24
0,1190517;0,724277;0,09232587;5;1;25
-0,04614815;0,7242423;0,07681873;6;1;26
0,282126;0,7237141;0,04797758;4;1;27
0,1874138;0,7224331;-0,1946504;3;1;28
0,2655261;0,7228765;0,03134634;4;1;29
0,2760441;0,7230279;0,02473794;4;1;30
0,1357729;0,7239926;0,08477811;5;1;31
0,1684761;0,7227986;-0,1119604;0;1;32
0,05126931;0,7234764;-0,1134389;2;1;33
0,04794542;0,7240773;-0,0951329;2;1;34
0,2066996;0,7233043;-0,1607594;3;1;35
0,168182;0,722671;-0,1244031;0;1;36
-0,02409134;0,7239534;0,05129341;6;1;37
0,2038932;0,7226368;-0,1790779;3;1;38
0,269882;0,7240027;0,03926734;4;1;39
0,2562209;0,7240567;0,03796776;4;1;40
-0,02938404;0,7250539;0,05239195;6;1;41
0,1274978;0,7244014;0,08569978;5;1;42
0,2788906;0,7234152;0,04633421;4;1;43
-0,01505656;0,7248005;0,06311873;6;1;44
0,2748288;0,7240888;0,05180344;4;1;45
-0,02735369;0,7248589;0,07636226;6;1;46
-0,03225654;0,7244718;0,0655157;6;1;47
0,1037081;0,7236363;-0,1005916;1;1;48
0,3988243;0,7231947;-0,06667852;7;1;49
0,4042291;0,7220818;-0,04935028;7;1;50
-0,01913478;0,7251098;0,06122348;6;1;51
0,1341057;0,7241065;0,0819049;5;1;52
0,188884;0,7227907;-0,1996045;3;1;53
0,1886175;0,7224725;-0,1952005;3;1;54
0,1941725;0,7229891;-0,1888574;3;1;55
-0,03518645;0,7252581;0,04154183;6;1;56
0,1143498;0,7245589;0,09076586;5;1;57
0,1934678;0,7228815;-0,1809895;3;1;58
0,3908935;0,7233491;-0,06143533;7;1;59
0,03277924;0,723765;-0,120257;2;1;60
0,1041347;0,7234178;-0,1135327;1;1;61
-0,02513848;0,7252095;0,07680637;6;1;62
0,1041948;0,7245528;-0,09887508;1;1;63
0,03946546;0,7247196;-0,1138008;2;1;64
-0,03611823;0,7247281;0,07497262;6;1;65
0,1999713;0,7226264;-0,1971197;3;1;66
0,210802;0,7229821;-0,1851302;3;1;67
-0,03154786;0,724324;0,07054539;6;1;68
0,203202;0,7226164;-0,1820156;3;1;69
-0,02173517;0,7243794;0,0486277;6;1;70
0,1637983;0,7225679;-0,1295369;0;1;71
-0,03695429;0,7244272;0,06122299;6;1;72
