ExperimentID;participantID;date;choix;angleoffset;target_number;number_of_try;time since the beginning;time_Beginning_reach;time_Touching_Target;time_back_starting;
00002;017;63735100134,2106;0;0;0;1;52,85934;49,25257;50,83873;52,34679;
00002;017;63735100136,9597;1;-0,08726647;3;2;55,60826;52,89101;53,96184;55,22544;
00002;017;63735100141,0377;1;-0,1047198;2;3;59,68631;55,6358;56,61685;58,28203;
00002;017;63735100144,5884;0;-0,03490658;0;4;63,23752;59,71744;60,67142;62,36831;
00002;017;63735100150,4077;0;-0,05235988;0;5;69,05702;63,27223;64,24831;66,11163;
00002;017;63735100154,6344;1;-0,08726647;0;6;73,28358;69,08464;70,4631;72,83047;
00002;017;63735100157,8809;0;0,06981317;0;7;76,52988;73,31167;74,50382;76,12551;
00002;017;63735100160,9359;0;0,05235988;0;8;79,58529;76,55711;77,80386;79,21953;
00002;017;63735100163,853;0;0,05235988;0;9;82,50238;79,61248;80,58257;82,15968;
00002;017;63735100167,5873;0;0,2268928;0;10;86,23615;82,53034;83,66338;85,87218;
00002;017;63735100170,7695;1;-0,03490658;0;11;89,41822;86,26608;87,57199;89,07219;
00002;017;63735100173,9762;0;0,08726647;0;12;92,62534;89,44633;90,59275;92,21648;
00002;017;63735100178,2742;1;-0,05235988;1;13;96,92293;92,65268;93,90955;96,26344;
00002;017;63735100181,8618;0;-0,08726647;0;14;100,5102;96,94921;97,95744;100,1169;
00002;017;63735100184,4303;0;0,03490658;0;15;103,0792;100,5443;101,4867;102,797;
00002;017;63735100187,0007;0;0,2268928;0;16;105,6499;103,1083;104,1931;105,3145;
00002;017;63735100189,2454;0;0,1570796;0;17;107,8947;105,6906;106,6142;107,7164;
00002;017;63735100191,5463;0;0,1047198;0;18;110,1953;107,9222;108,7609;109,8896;
00002;017;63735100193,9713;0;0,1047198;0;19;112,6201;110,2235;111,0977;112,3777;
00002;017;63735100196,6806;1;0;1;20;115,3297;112,6491;113,5836;115,1208;
00002;017;63735100199,0781;0;0,06981317;0;21;117,727;115,3575;116,2024;117,4142;
00002;017;63735100202,1685;1;0,06981317;3;22;120,8172;117,7553;118,5416;120,5692;
00002;017;63735100205,4023;1;-0,2268928;3;23;124,051;120,8442;121,9069;123,1957;
