ExperimentID;participantID;date;choix;angleoffset;target_number;number_of_try;time since the beginning;time_Beginning_reach;time_Touching_Target;time_back_starting;
00002;015;63735190107,6;0;0,2268928;0;1;20,26572;15,38648;17,31259;19,34995;
00002;015;63735190111,2399;0;-0,03490658;0;2;23,90482;20,29485;21,69193;23,37348;
00002;015;63735190114,7379;0;-0,1047198;0;3;27,40376;23,94073;25,00683;26,75347;
00002;015;63735190118,0864;1;-0,2268928;0;4;30,75194;27,43598;28,60076;30,29009;
00002;015;63735190121,1241;0;-0,08726647;0;5;33,78915;30,78052;31,97365;33,40096;
00002;015;63735190124,2979;0;0,2268928;0;6;36,96309;33,81716;35,109;36,50241;
00002;015;63735190127,3358;0;-0,06981317;0;7;40,00114;36,99154;38,07623;39,49881;
00002;015;63735190130,6649;0;-0,05235988;0;8;43,33015;40,03048;41,09285;42,51336;
00002;015;63735190133,5248;0;0,06981317;0;9;46,1901;43,35806;44,47841;45,76376;
00002;015;63735190136,5455;0;0,08726647;0;10;49,21088;46,21751;47,38028;48,74746;
00002;015;63735190139,5798;0;0,1047198;0;11;52,24514;49,24012;50,35175;51,78165;
00002;015;63735190142,9739;0;-0,03490658;0;12;55,63893;52,27504;53,42572;55,13416;
00002;015;63735190146,1235;0;0,05235988;0;13;58,78866;55,67333;56,76198;58,23684;
00002;015;63735190149,629;1;-0,1047198;0;14;62,29473;58,81671;59,88173;61,60948;
00002;015;63735190154,656;0;-0,06981317;0;15;67,32117;62,32317;63,60231;66,76451;
00002;015;63735190158,4334;0;0,08726647;0;16;71,09835;67,35683;69,03485;70,54933;
00002;015;63735190162,5624;0;0,03490658;0;17;75,22805;71,12897;72,31682;73,89889;
00002;015;63735190166,7311;0;0,05235988;0;18;79,39657;75,25761;76,5907;78,66116;
00002;015;63735190170,2719;1;-0,08726647;3;19;82,93774;79,43073;80,46792;82,33323;
00002;015;63735190173,221;0;0,06981317;0;20;85,8868;82,97257;84,06557;85,47331;
00002;015;63735190176,4048;0;0;0;21;89,07023;85,91763;87,18078;88,59013;
00002;015;63735190179,7998;0;-0,05235988;0;22;92,46539;89,09818;90,44443;92,08217;
00002;015;63735190182,9561;0;0,03490658;0;23;95,62145;92,50044;93,59026;95,02222;
00002;015;63735190186,4233;0;0,06981317;0;24;99,08888;95,65005;96,89146;98,51238;
00002;015;63735190189,4934;1;-0,1570796;1;25;102,1593;99,1174;100,2466;101,7522;
00002;015;63735190192,7842;0;0,03490658;0;26;105,4493;102,1865;103,4111;104,8255;
00002;015;63735190214,3775;0;0;0;27;127,0427;105,4796;106,776;108,4693;
00002;015;63735190218,2495;1;-0,08726647;2;28;130,9144;127,0676;128,8462;130,3691;
00002;015;63735190221,4641;0;0,08726647;0;29;134,1294;130,9399;132,2949;133,5421;
00002;015;63735190224,6412;0;0,05235988;0;30;137,3066;134,1565;135,3559;136,77;
00002;015;63735190227,8476;0;-0,05235988;0;31;140,5128;137,3309;138,6542;140,0979;
00002;015;63735190231,2083;0;0,1570796;0;32;143,8739;140,5371;141,7856;143,4959;
00002;015;63735190234,2125;0;0,1047198;0;33;146,8784;143,9;144,8685;146,328;
00002;015;63735190237,6648;0;0,2268928;0;34;150,3298;146,9032;148,1622;149,8048;
00002;015;63735190240,4348;1;-0,1570796;2;35;153,0997;150,3531;151,4688;152,6699;
00002;015;63735190243,461;1;-0,08726647;0;36;156,1269;153,1252;154,0491;155,92;
00002;015;63735190246,711;1;-0,2268928;1;37;159,3769;156,1524;157,3101;159,0245;
00002;015;63735190249,4384;1;-0,1570796;3;38;162,1039;159,4029;160,4273;161,72;
00002;015;63735190252,179;0;0,03490658;0;39;164,8443;162,1287;163,1395;164,4472;
00002;015;63735190254,9855;1;-0,1570796;0;40;167,6504;164,8696;165,815;167,3745;
00002;015;63735190257,6143;0;-0,03490658;0;41;170,2797;167,6741;168,5779;169,838;
00002;015;63735190260,161;1;-0,2268928;3;42;172,8265;170,3042;171,2293;172,4231;
00002;015;63735190262,8657;0;0,08726647;0;43;175,5313;172,8518;173,9231;175,1036;
00002;015;63735190265,4652;1;-0,2268928;2;44;178,131;175,5562;176,4982;177,8384;
00002;015;63735190268,2468;0;0,06981317;0;45;180,9124;178,1554;179,2142;180,6168;
00002;015;63735190271,0187;0;0,1047198;0;46;183,6838;180,9378;181,9621;183,3586;
00002;015;63735190273,9113;0;0,1570796;0;47;186,5767;183,7084;184,7494;186,0087;
00002;015;63735190276,8111;0;0;0;48;189,4765;186,6046;187,6612;188,9985;
00002;015;63735190279,4965;0;0,1570796;0;49;192,1616;189,5033;190,5524;191,7126;
