ExperimentID;participantID;date;choix;angleoffset;target_number;number_of_try;time since the beginning;time_Beginning_reach;time_Touching_Target;time_back_starting;
00002;012;63735104355,532;0;0,03490658;0;1;34,30001;16,22923;17,69884;32,93448;
00002;012;63735104360,5684;1;-0,1570796;1;2;39,33654;34,32736;35,55208;38,63879;
00002;012;63735104363,5652;1;-0,2268928;1;3;42,33338;39,3627;40,39824;42,00977;
00002;012;63735104366,4708;0;0,05235988;0;4;45,23941;42,36232;43,56335;44,98632;
00002;012;63735104369,5944;1;0;0;5;48,36308;45,2672;46,42628;48,12413;
00002;012;63735104372,6227;1;0,08726647;0;6;51,39108;48,39016;49,74793;51,1219;
00002;012;63735104375,3823;1;-0,05235988;3;7;54,15107;51,41813;52,4538;53,92643;
00002;012;63735104378,1446;1;-0,1047198;1;8;56,9131;54,18571;55,38149;56,6731;
00002;012;63735104381,1631;0;0,1570796;0;9;59,93125;56,94388;58,21474;59,39467;
00002;012;63735104383,8221;1;-0,1047198;2;10;62,59072;59,96121;61,04477;62,30563;
00002;012;63735104387,4456;1;0,05235988;3;11;66,21417;62,61942;63,63776;64,89993;
00002;012;63735104418,3509;0;-0,05235988;0;12;97,11904;66,24522;70,38776;94,57841;
00002;012;63735104422,3057;0;-0,08726647;0;13;101,0744;97,1479;98,82651;100,7471;
00002;012;63735104425,5894;0;0,08726647;0;14;104,3573;101,1045;102,2576;104,0276;
00002;012;63735104429,4089;1;-0,03490658;3;15;108,1769;104,3898;106,1392;107,8639;
00002;012;63735104433,252;1;-0,2268928;0;16;112,0206;108,203;109,9197;111,7317;
00002;012;63735104436,2017;1;-0,1570796;3;17;114,9698;112,0515;113,3472;114,6759;
00002;012;63735104438,6357;1;-0,2268928;3;18;117,4047;114,9978;116,0086;117,1537;
00002;012;63735104441,1934;1;-0,08726647;2;19;119,9617;117,4341;118,4699;119,7026;
00002;012;63735104443,8657;1;-0,03490658;1;20;122,6336;119,9967;121,0539;122,3983;
00002;012;63735104446,6103;0;0,06981317;0;21;125,379;122,6621;123,9284;125,1803;
00002;012;63735104449,3373;0;-0,06981317;0;22;128,1057;125,4061;126,5996;127,8801;
00002;012;63735104452,0355;1;0;1;23;130,8038;128,1329;129,3377;130,5752;
00002;012;63735104455,1021;1;-0,03490658;0;24;133,8707;130,8352;132,0469;133,5766;
00002;012;63735104457,8039;0;0,06981317;0;25;136,5726;133,8984;134,8701;136,296;
00002;012;63735104460,6613;0;-0,03490658;0;26;139,43;136,6017;137,9506;139,2684;
00002;012;63735104463,557;0;0,05235988;0;27;142,3255;139,4591;140,7133;142,1307;
00002;012;63735104466,3506;1;0;3;28;145,1187;142,3524;143,4927;144,8804;
00002;012;63735104469,1916;0;0,06981317;0;29;147,9594;145,1477;146,4735;147,7627;
00002;012;63735104471,9089;1;-0,08726647;1;30;150,6775;147,9868;149,269;150,4607;
00002;012;63735104474,9493;0;0,08726647;0;31;153,7179;150,7048;151,954;153,4219;
00002;012;63735104478,1307;0;0,1047198;0;32;156,8993;153,7466;155,0791;156,7118;
00002;012;63735104482,7151;1;-0,06981317;1;33;161,4835;156,9269;160,0034;161,2831;
00002;012;63735104485,6935;0;0,1570796;0;34;164,4618;161,5138;162,9094;164,2149;
00002;012;63735104488,6824;0;0,2268928;0;35;167,4503;164,49;165,7952;167,3044;
00002;012;63735104491,7276;1;-0,2268928;2;36;170,4958;167,4804;168,8498;170,347;
00002;012;63735104495,1669;0;0,2268928;0;37;173,935;170,5244;171,893;173,6656;
00002;012;63735104497,6886;1;-0,1570796;2;38;176,4574;173,9635;175,051;176,2395;
00002;012;63735104500,259;1;-0,1047198;3;39;179,027;176,4831;177,5231;178,8042;
00002;012;63735104502,9948;0;0,03490658;0;40;181,7634;179,0638;180,3106;181,5566;
00002;012;63735104505,9103;1;0,08726647;1;41;184,6791;181,7921;183,0843;184,3694;
00002;012;63735104508,8811;1;-0,1047198;0;42;187,6492;184,7183;186,1819;187,4068;
00002;012;63735104511,7736;0;0,2268928;0;43;190,5418;187,678;188,9863;190,3457;
00002;012;63735104514,574;0;0,05235988;0;44;193,3418;190,5705;191,7643;192,9825;
00002;012;63735104517,1595;1;0,06981317;2;45;195,9279;193,3708;194,4227;195,7795;
00002;012;63735104519,841;1;0,1047198;3;46;198,609;195,9572;197,1202;198,3794;
00002;012;63735104522,4185;0;0,1570796;0;47;201,1865;198,6449;199,7449;201,026;
00002;012;63735104525,2211;0;0,1047198;0;48;203,9891;201,2178;202,4435;203,7587;
00002;012;63735104527,6929;1;0;2;49;206,4606;204,0169;205,0558;206,3489;
00002;012;63735104530,1614;1;0,03490658;3;50;208,9295;206,4869;207,5379;208,6825;
00002;012;63735104532,7406;1;-0,08726647;0;51;211,5089;208,961;210,0438;211,2595;
00002;012;63735104535,3446;1;0,1570796;2;52;214,1131;211,5381;212,6947;213,8946;
00002;012;63735104538,9232;0;-0,06981317;0;53;217,691;214,1391;215,3182;217,4711;
00002;012;63735104541,8446;0;0,1047198;0;54;220,6131;217,7193;218,8508;220,1533;
00002;012;63735104544,4234;1;-0,06981317;2;55;223,1919;220,6705;221,8449;223,0231;
00002;012;63735104547,0581;1;-0,05235988;2;56;225,8266;223,2284;224,3584;225,5705;
00002;012;63735104549,7407;0;0,2268928;0;57;228,5088;225,8554;227,0164;228,2849;
00002;012;63735104552,1639;0;0,03490658;0;58;230,9323;228,5343;229,5751;230,7209;
00002;012;63735104554,6574;1;-0,05235988;0;59;233,4257;230,9623;232,0731;233,1802;
00002;012;63735104557,3965;0;-0,1570796;0;60;236,1644;233,4609;234,6275;235,8815;
00002;012;63735104560,4323;1;-0,08726647;0;61;239,201;236,1931;237,6891;238,9939;
