NewData_1;NewData_2;NewData_3;NewData_4;NewData_5;NewData_6;NewData_7;NewData_8;NewData_9;NewData_10;NewData_11;NewData_12;NewData_13;NewData_14;NewData_15;NewData_16;NewData_17;NewData_18;NewData_19;NewData_20;NewData_21;NewData_22;NewData_23
2;4;63732483894.5793;-0.1766772;0.7642766;-1.356661;-0.9506374;-0.1469479;-0.2659495;0.06297483;1;2;102;350.7073;-0.1747391;0.7681575;-1.369904;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483897.3683;-0.1894843;0.7636875;-1.261627;-0.9533582;-0.1529427;-0.2523667;0.06346478;2;2;103;353.4964;-0.1760693;0.76775;-1.294917;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483899.8791;-0.1885621;0.765803;-1.43363;-0.9379227;-0.1569548;-0.3018416;0.06751242;0;2;104;356.0077;-0.1734089;0.7685652;-1.444891;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483902.4503;-0.004317125;0.7654659;-1.351107;0.8967505;0.1387085;0.4115129;-0.08518057;5;2;105;358.5786;-0.00144957;0.7710755;-1.35498;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483905.1039;-0.178275;0.7637261;-1.200284;0.9644606;0.1479024;0.2111777;-0.05783327;3;2;106;361.2325;-0.1773994;0.7673423;-1.21993;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483907.792;-0.1796084;0.7655799;-1.427691;0.9481177;0.1555167;0.2703789;-0.06150451;0;2;107;363.9209;-0.1734089;0.7685652;-1.444891;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483910.748;-0.1855391;0.7637921;-1.265496;0.970036;0.1572992;0.1775616;-0.05252685;2;2;108;366.8762;-0.1760693;0.76775;-1.294917;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483913.6851;-0.1949461;0.764402;-1.346411;0.9546438;0.1566804;0.2455238;-0.06184306;1;2;109;369.8137;-0.1747391;0.7681575;-1.369904;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483917.62;0.08728743;0.7667261;-1.413332;0.8221137;0.1141726;0.548315;-0.102197;6;2;110;373.7481;0.0600802;0.7725016;-1.425725;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483920.5425;-0.0657389;0.7638398;-1.297769;0.936287;0.1438549;0.3127578;-0.06967822;4;2;111;376.6707;-0.08346333;0.7694253;-1.309551;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483923.4596;0.03165398;0.7649708;-1.328907;0.8968487;0.1372534;0.4112313;-0.08782199;5;2;112;379.5877;-0.00144957;0.7710755;-1.35498;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483926.5362;-0.1670464;0.7635856;-1.185219;-0.9676416;-0.1512534;-0.1944157;0.05472279;3;2;113;382.6649;-0.1773994;0.7673423;-1.21993;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483929.4686;-0.1866838;0.7636288;-1.250784;0.9660289;0.1492618;0.2037579;-0.05469735;2;2;114;385.5973;-0.1760693;0.76775;-1.294917;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483932.3383;-0.1804416;0.7636791;-1.321159;0.9694952;0.1504868;0.1868921;-0.05004188;1;2;115;388.4664;-0.1747391;0.7681575;-1.369904;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483934.6241;-0.1601718;0.7657279;-1.423948;-0.9064096;-0.1545149;-0.3812516;0.0958866;0;2;116;390.7524;-0.1734089;0.7685652;-1.444891;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483937.2719;0.09898131;0.7670414;-1.405805;-0.8382697;-0.1167344;-0.5238528;0.09620506;6;2;117;393.4002;0.0600802;0.7725016;-1.425725;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483940.2969;-0.0449158;0.7639858;-1.279439;-0.9293572;-0.1385817;-0.3334154;0.07697136;4;2;118;396.4255;-0.08346333;0.7694253;-1.309551;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483942.9639;0.04849023;0.7654585;-1.33309;-0.879119;-0.1368464;-0.4451786;0.1011867;5;2;119;399.0921;-0.00144957;0.7710755;-1.35498;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483946.1922;0.1050351;0.7664891;-1.403883;0.8296008;0.1078253;0.5395884;-0.09476649;6;2;120;402.3206;0.0600802;0.7725016;-1.425725;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483949.2155;-0.1462868;0.7632692;-1.232698;-0.9626555;-0.1429554;-0.2222586;0.05881628;2;2;121;405.3443;-0.1760693;0.76775;-1.294917;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483951.9743;-0.04140222;0.7641147;-1.25681;-0.9134549;-0.1305984;-0.3770503;0.07985856;4;2;122;408.1029;-0.08346333;0.7694253;-1.309551;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483955.0573;-0.1632009;0.7652848;-1.429523;0.9183016;0.1489693;0.3578745;-0.08035048;0;2;123;411.1861;-0.1734089;0.7685652;-1.444891;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483957.6096;-0.1703674;0.7644382;-1.355825;0.9401985;0.1484262;0.2989076;-0.06819718;1;2;124;413.738;-0.1747391;0.7681575;-1.369904;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483960.475;-0.1797883;0.7633867;-1.176818;0.9684306;0.1527267;0.1886195;-0.05691512;3;2;125;416.6039;-0.1773994;0.7673423;-1.21993;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483964.6636;0.04668067;0.7656289;-1.323789;0.890856;0.1308996;0.4270316;-0.08297459;5;2;126;420.7917;-0.00144957;0.7710755;-1.35498;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483967.6627;0.04821561;0.7656796;-1.326043;0.8924555;0.1305157;0.4239824;-0.08202363;5;2;127;423.7913;-0.00144957;0.7710755;-1.35498;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483970.8972;-0.1620866;0.7633272;-1.17527;0.9712015;0.1455383;0.1813268;-0.05202786;3;2;128;427.0258;-0.1773994;0.7673423;-1.21993;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483975.6953;-0.03624295;0.7639217;-1.287123;-0.9160784;-0.1391466;-0.3671362;0.08154516;4;2;129;431.8236;-0.08346333;0.7694253;-1.309551;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483978.4809;0.09679537;0.7649589;-1.422338;-0.8088019;-0.1299513;-0.5620726;0.1141335;6;2;130;434.6098;0.0600802;0.7725016;-1.425725;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483982.3648;-0.1377769;0.7637093;-1.255729;-0.9510761;-0.1498269;-0.2620263;0.06594152;2;2;131;438.4932;-0.1760693;0.76775;-1.294917;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483985.307;-0.1503639;0.7652308;-1.427769;-0.931886;-0.153477;-0.3204079;0.07329532;0;2;132;441.4352;-0.1734089;0.7685652;-1.444891;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483987.6622;-0.1388573;0.7641097;-1.333359;-0.9337233;-0.1516629;-0.3159465;0.07305494;1;2;133;443.791;-0.1747391;0.7681575;-1.369904;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483990.0406;-0.147835;0.7657274;-1.441324;-0.9028677;-0.1497679;-0.3919808;0.09354447;0;2;134;446.1696;-0.1734089;0.7685652;-1.444891;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483992.3195;-0.1518462;0.7635854;-1.193216;0.956317;0.145944;0.2451402;-0.06375425;3;2;135;448.4477;-0.1773994;0.7673423;-1.21993;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483996.0744;0.08569722;0.7649428;-1.412043;-0.8152602;-0.1236754;-0.5549904;0.1097307;6;2;136;452.203;0.0600802;0.7725016;-1.425725;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732483999.6812;-0.141169;0.763385;-1.258388;0.939525;0.13875;0.3055695;-0.06832714;2;2;137;455.8097;-0.1760693;0.76775;-1.294917;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732484002.6066;0.04502901;0.7655262;-1.32824;0.8776827;0.133156;0.450012;-0.09711719;5;2;138;458.7354;-0.00144957;0.7710755;-1.35498;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732484005.5511;-0.1553661;0.7640179;-1.339047;0.9466876;0.1461993;0.2799287;-0.06362727;1;2;139;461.68;-0.1747391;0.7681575;-1.369904;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
2;4;63732484008.717;-0.03642977;0.7646609;-1.274669;0.9141917;0.1338377;0.3744427;-0.07831743;4;2;140;464.8458;-0.08346333;0.7694253;-1.309551;-0.171148;0.7644334;-1.567695;0.2294245;0.7713189;-1.599558
