ExperimentID;participantID;date;PosxReelHand;PosyReelHand;PosyReelHand;time;PosxVirtualHand;PosyVirtualHand;PoszVirtualHand;PosxTargetReel;PosyTargetReel;PoszTargetReel;PosxTargetVirtuel;PosyTargetVirtuel;PoszTargetVirtuel;first_experiment;second_experiment;targetHold

00002;004;-0,331104;0,8617202;63732504789,6647;-1,545362;2,200456;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3310549;0,8616924;63732504789,6887;-1,545335;2,22367;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,335428;0,8625688;63732504790,3659;-1,544343;2,901189;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3402838;0,866318;63732504790,4472;-1,545151;2,982316;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3445865;0,8686769;63732504790,517;-1,545979;3,052473;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3452581;0,8693462;63732504790,5629;-1,5464;3,097583;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3451913;0,8694376;63732504790,6099;-1,546323;3,145085;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3448164;0,8696368;63732504790,8409;-1,545973;3,375942;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3451026;0,8697436;63732504790,8748;-1,545879;3,409763;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3451896;0,8696955;63732504790,9077;-1,545836;3,443088;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3452059;0,869713;63732504790,9397;-1,545825;3,474516;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3452225;0,8698035;63732504790,9706;-1,545897;3,505939;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3453119;0,869777;63732504791,0035;-1,545856;3,538956;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3452982;0,8697762;63732504791,0384;-1,545998;3,573739;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3451653;0,8697738;63732504791,0713;-1,546178;3,606368;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,345233;0,8698055;63732504791,1102;-1,545946;3,645597;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3452369;0,8698;63732504791,1431;-1,545792;3,677869;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3451441;0,8698058;63732504791,178;-1,54612;3,713113;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3451947;0,8698004;63732504791,2109;-1,546102;3,745606;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3453971;0,869898;63732504791,2448;-1,545836;3,779678;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3454069;0,8698776;63732504791,2748;-1,545819;3,809642;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3453003;0,8698301;63732504791,3117;-1,546158;3,84639;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3453703;0,8698309;63732504791,3456;-1,546183;3,880628;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3453554;0,8697379;63732504791,3765;-1,546112;3,911946;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3455825;0,8697578;63732504791,4104;-1,546204;3,945855;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3452281;0,8695971;63732504791,4443;-1,546335;3,979371;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3462498;0,8697565;63732504791,4782;-1,546149;4,012884;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3467064;0,8697451;63732504791,5151;-1,546287;4,050398;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3481588;0,8701946;63732504791,545;-1,546332;4,080237;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3768328;0,8916432;63732504791,5779;-1,565066;4,112902;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,376849;0,8910464;63732504791,6118;-1,565713;4,146538;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3760729;0,891067;63732504791,6448;-1,563777;4,180178;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3495092;0,8683656;63732504791,6787;-1,54078;4,213804;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3525398;0,874671;63732504791,7136;-1,540562;4,248226;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3745438;0,8801394;63732504791,7455;-1,567169;4,280701;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3641065;0,8866212;63732504791,7794;-1,576007;4,314263;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,344164;0,9037991;63732504791,8133;-1,57802;4,348374;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3286274;0,9010504;63732504791,8462;-1,58878;4,381759;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3056931;0,9023642;63732504791,8791;-1,590002;4,414332;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,2469594;0,8801193;63732504791,914;-1,576041;4,449565;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,2240478;0,870326;63732504791,947;-1,578012;4,482297;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,1958168;0,8572206;63732504791,9809;-1,581011;4,5158;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,1769552;0,8440402;63732504792,0138;-1,583236;4,549256;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,1676416;0,8341194;63732504792,0497;-1,583802;4,584632;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,1636818;0,8304095;63732504792,0811;-1,582848;4,616666;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,1636368;0,8289466;63732504792,118;-1,580739;4,652858;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,1652752;0,8273558;63732504792,1479;-1,578454;4,683182;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,1681443;0,8272781;63732504792,1798;-1,576163;4,715117;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,1726057;0,8285353;63732504792,2148;-1,575049;4,750235;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,1780038;0,8324534;63732504792,2457;-1,575433;4,780485;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,1882521;0,8431894;63732504792,2833;-1,578287;4,81802;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,1974832;0,8539426;63732504792,3133;-1,581736;4,848896;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,2103701;0,8679669;63732504792,3502;-1,587197;4,885713;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,2262705;0,882533;63732504792,3811;-1,594216;4,916545;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,2448016;0,89637;63732504792,417;-1,601208;4,951936;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,2627423;0,9063091;63732504792,4479;-1,607205;4,983015;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,2903771;0,9174483;63732504792,484;-1,616778;5,019317;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3113815;0,9228505;63732504792,5159;-1,625711;5,050768;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3328507;0,9271515;63732504792,5498;-1,635669;5,085095;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3481584;0,9281009;63732504792,5816;-1,643564;5,116289;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3611269;0,9283285;63732504792,6255;-1,650859;5,160201;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3622147;0,9288729;63732504792,6674;-1,651026;5,202371;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,359261;0,9291275;63732504792,6978;-1,649655;5,23248;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3544703;0,9291857;63732504792,7307;-1,64732;5,266069;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3494648;0,9289962;63732504792,7617;-1,645183;5,297183;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3456591;0,9293175;63732504792,7956;-1,644981;5,331137;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,34376;0,9300969;63732504792,8275;-1,645613;5,36216;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3423045;0,9310932;63732504792,8743;-1,648233;5,409466;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3409928;0,9319115;63732504792,9073;-1,650938;5,442608;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3381935;0,9326419;63732504792,9412;-1,651852;5,476624;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3353632;0,9326717;63732504792,9771;-1,652478;5,51212;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,333201;0,9320264;63732504793,009;-1,651575;5,543602;0,526;1,8686;-0,8184;True;False;False
00002;004;-0,3303273;0,931049;63732504793,0429;-1,648914;5,577545;0,526;1,8686;-0,8184;True;False;False
