Experience 1 passage 1 08/11/2019 16:55 Sujet : Flavien Lebrun
0,3232498;1,769769;-0,8081996;0
PosRx;PosRy;PosRz;targetNumber;condition;aim_number;PosVx;PosVy;PosVz
-0,3310714;0,729198;0,7270703;0;1;1;39,18382
-0,3537062;0,7296538;0,6524087;1;1;2;41,34797
-0,3271388;0,7294646;0,5797724;2;1;3;44,65436
-0,3632051;0,7293137;0,9261229;7;1;4;48,43042
-0,4568764;0,7303476;0,5270913;6;1;5;51,29257
-0,4671704;0,7297933;0,8081728;4;1;6;54,85604
-0,2676337;0,7300036;0,7696494;3;1;7;58,67645
-0,4965533;0,7298611;0,6566721;5;1;8;62,0591
-0,3209566;0,7327029;0,7124072;0;1;9;69,59286
-0,3400782;0,731778;0,6470532;1;1;10;73,31877
-0,4409062;0,730511;0,7939526;4;1;11;76,5124
-0,2518864;0,7303247;0,7582904;3;1;12;80,67654
-0,336954;0,7304112;0,6431046;1;1;13;83,01199
-0,4483619;0,7303521;0,7969761;4;1;14;86,49721
-0,3074364;0,7303592;0,575295;2;1;15;90,59415
-0,4732291;0,730285;0,6636665;5;1;16;93,48882
-0,3520664;0,7298759;0,9295747;7;1;17;97,58691
-0,4524622;0,7312816;0,535502;6;1;18;100,7181
-0,3451623;0,7305073;0,6556155;1;1;19;103,6406
-0,3227954;0,73017;0,7097129;0;1;20;108,0436
-0,3370121;0,7299021;0,7198658;0;1;21;111,1938
-0,351623;0,7294722;0,9368532;7;1;22;115,3681
-0,3665798;0,7297299;0,9418951;7;1;23;118,2648
-0,3440133;0,7300103;0,6597347;1;1;24;121,002
-0,3632963;0,7296289;0,9366043;7;1;25;125,3675
-0,3448796;0,7296546;0,6533491;1;1;26;128,5367
-0,3628555;0,728881;0,9401845;7;1;27;133,6458
-0,4545885;0,7301581;0,8149908;4;1;28;136,9075
-0,3701764;0,7298798;0,9316883;7;1;29;142,1284
-0,4886299;0,7303832;0,6709018;5;1;30;145,5179
-0,46645;0,7301438;0,523608;6;1;31;152,3859
-0,4655859;0,7306251;0,5405748;6;1;32;156,0733
-0,3708664;0,7298099;0,9531846;7;1;33;159,4445
-0,3721096;0,7299972;0,9504375;7;1;34;163,3793
-0,503677;0,7300789;0,6677946;5;1;35;166,9393
-0,5034498;0,7301547;0,6709686;5;1;36;170,9395
-0,2721812;0,7309628;0,7784548;3;1;37;174,445
-0,4680918;0,731007;0,5285573;6;1;38;178,2098
-0,4764047;0,7314038;0,5241319;6;1;39;182,178
-0,370118;0,7314627;0,9473569;7;1;40;186,0847
-0,2712368;0,7315281;0,7792674;3;1;41;191,0809
-0,3692624;0,7305291;0,9417002;7;1;42;193,8822
-0,2786772;0,7304108;0,7861036;3;1;43;196,1368
-0,4815756;0,729775;0,8195971;4;1;44;198,8776
-0,3221406;0,7309551;0,7118313;0;1;45;203,4763
-0,3375275;0,7302247;0,5683874;2;1;46;206,6508
-0,2749041;0,7299429;0,772182;3;1;47;209,6407
-0,3390312;0,729575;0,7348702;0;1;48;212,4689
-0,2702568;0,729519;0,7723145;3;1;49;215,7548
-0,3274181;0,7295059;0,7222422;0;1;50;218,8345
-0,3388618;0,7305231;0,585552;2;1;51;221,9974
-0,3677676;0,7290322;0,9469435;7;1;52;225,9186
-0,3440644;0,7307137;0,5835122;2;1;53;228,7006
-0,363577;0,7296723;0,9512827;7;1;54;231,9515
-0,3472409;0,7296365;0,7376999;0;1;55;234,9538
-0,4647315;0,7313609;0,5326016;6;1;56;237,8559
-0,3183379;0,7305731;0,5845316;2;1;57;241,5454
-0,4675866;0,7303346;0,8031081;4;1;58;244,4155
-0,370081;0,729808;0,9458613;7;1;59;249,1066
-0,3272847;0,7306198;0,5838012;2;1;60;252,5653
-0,3222964;0,7297596;0,7134094;0;1;61;257,3705
-0,3382871;0,7294644;0,6472185;1;1;62;262,6088
-0,3690251;0,7292908;0,9332318;7;1;63;266,0701
-0,342784;0,7292951;0,7264465;0;1;64;268,4829
-0,4740072;0,7302229;0,809453;4;1;65;272,1686
-0,3331805;0,7296135;0,7167155;0;1;66;276,5801
-0,3391427;0,730016;0,6456557;1;1;67;280,4932
-0,2672428;0,7298594;0,7719562;3;1;68;283,2723
-0,4647805;0,7307382;0,5200741;6;1;69;286,4995
-0,3275423;0,7305245;0,5846981;2;1;70;291,0018
-0,36537;0,7301646;0,9439329;7;1;71;294,4761
-0,4715073;0,7296294;0,8167624;4;1;72;300,2755
-0,4816456;0,7305067;0,5434026;6;1;73;306,4063
-0,4896446;0,7316313;0,5274025;6;1;74;311,0924
-0,354731;0,7309669;0,6470544;1;1;75;314,4486
-0,5116757;0,7308466;0,6635161;5;1;76;318,6593
-0,4799656;0,7298543;0,8189802;4;1;77;323,2486
-0,2618614;0,7305786;0,7682875;3;1;78;327,0168
-0,2800838;0,7297231;0,7783225;3;1;79;329,1044
-0,4932652;0,7311028;0,5253103;6;1;80;331,8749
-0,2764238;0,7306463;0,773945;3;1;81;334,9794
-0,2805364;0,7300404;0,7813246;3;1;82;337,7045
-0,338409;0,7300906;0,7235774;0;1;83;341,2667
-0,3289331;0,7300702;0,5787436;2;1;84;345,1878
-0,2805776;0,7305197;0,7742548;3;1;85;347,7133
-0,5195803;0,7307119;0,662972;5;1;86;350,6396
-0,2767019;0,7305701;0,7725576;3;1;87;353,4767
-0,289933;0,7303717;0,7872901;3;1;88;355,9767
-0,3583944;0,7303084;0,6619607;1;1;89;358,9495
-0,4689771;0,7299041;0,8104261;4;1;90;361,9745
-0,3758394;0,7291462;0,9400893;7;1;91;366,2893
-0,2737285;0,7297126;0,7813692;3;1;92;368,8386
-0,3462501;0,7296802;0,7289649;0;1;93;371,0202
-0,3580322;0,7298536;0,9429101;7;1;94;376,2715
-0,4997259;0,7300295;0,6775283;5;1;95;380,7711
-0,2803806;0,7309337;0,778404;3;1;96;384,3138
-0,3443518;0,7301848;0,5846978;2;1;97;387,1563
-0,4807826;0,7312883;0,5416648;6;1;98;390,4131
-0,2815825;0,7306252;0,7832565;3;1;99;393,3273
