2,4,63732418048.6352,-0.2137856,0.7586551,-1.249893,0.9867151,0.1168231,-0.02218052,0.1106962,2,1,3,66.0417,-0.1878691,0.7680734,-1.279969,-0.1852247,0.7645858,-1.552776,0.2150616,0.7717869,-1.587991
2,4,63732418033.7779,-0.1025289,0.7588785,-1.262431,0.9855105,0.118344,0.05692657,0.1073461,4,1,1,51.18476,-0.09539016,0.7698171,-1.295377,-0.1852247,0.7645858,-1.552776,0.2150616,0.7717869,-1.587991
2,4,63732418044.9803,0.05011302,0.7607884,-1.395715,0.9625354,0.1439813,0.2220659,0.05900617,6,1,2,62.38707,0.04717492,0.7729393,-1.412749,-0.1852247,0.7645858,-1.552776,0.2150616,0.7717869,-1.587991
2,4,63732418052.5553,-0.209282,0.7591574,-1.340786,0.9869685,0.1170696,-0.0248523,0.1075652,1,1,4,69.96224,-0.187166,0.768434,-1.354965,-0.1852247,0.7645858,-1.552776,0.2150616,0.7717869,-1.587991
2,4,63732418056.5971,-0.01721719,0.7595204,-1.330532,0.9763715,0.1348479,0.1492888,0.07891484,5,1,5,74.0041,-0.01376031,0.771507,-1.341491,-0.1852247,0.7645858,-1.552776,0.2150616,0.7717869,-1.587991
2,4,63732418060.1667,-0.1984942,0.7599776,-1.416655,0.9891558,0.1332072,-0.01154575,0.06077244,0,1,6,77.57392,-0.1864628,0.7687945,-1.42996,-0.1852247,0.7645858,-1.552776,0.2150616,0.7717869,-1.587991
2,4,63732418065.1888,-0.2179358,0.7581466,-1.172108,0.9896725,0.1323859,0.009201177,0.05420139,3,1,7,82.59557,-0.1885723,0.7677129,-1.204973,-0.1852247,0.7645858,-1.552776,0.2150616,0.7717869,-1.587991
2,4,63732418069.7012,0.01152454,0.7599185,-1.308634,0.9750932,0.1384611,0.1615682,0.06258964,5,1,8,87.10824,-0.01376031,0.771507,-1.341491,-0.1852247,0.7645858,-1.552776,0.2150616,0.7717869,-1.587991
2,4,63732418073.1356,-0.090188,0.7590989,-1.257448,0.9829346,0.14811,0.07673215,0.07755731,4,1,9,90.54259,-0.09539016,0.7698171,-1.295377,-0.1852247,0.7645858,-1.552776,0.2150616,0.7717869,-1.587991
2,4,63732418076.8043,-0.1979813,0.759519,-1.321442,0.9919624,0.1082562,-0.008081062,0.06500755,1,1,10,94.21075,-0.187166,0.768434,-1.354965,-0.1852247,0.7645858,-1.552776,0.2150616,0.7717869,-1.587991
2,4,63732418080.4169,-0.2180725,0.7580137,-1.170814,0.9877594,0.1418986,-0.005482249,0.06454578,3,1,11,97.82354,-0.1885723,0.7677129,-1.204973,-0.1852247,0.7645858,-1.552776,0.2150616,0.7717869,-1.587991
