1,18,63733543470.8988,-0.3119821,0.7656084,-1.520823,-0.9822233,-0.1689717,-0.07464341,-0.03338421,2,1,2,12.92006,-0.2821469,0.7715779,-1.499509,-0.2812591,0.7695025,-1.772342,0.1188634,0.7706168,-1.810047
1,18,63733543467.884,-0.1164877,0.7678399,-1.574657,-0.9764963,-0.1742332,-0.1147643,-0.0541021,5,1,1,9.904642,-0.1083927,0.77261,-1.562111,-0.2812591,0.7695025,-1.772342,0.1188634,0.7706168,-1.810047
1,18,63733543473.7475,-0.3138807,0.7669135,-1.628402,-0.9829917,-0.1778221,0.004613837,-0.04566669,1,1,3,15.76831,-0.2819059,0.7723268,-1.574504,-0.2812591,0.7695025,-1.772342,0.1188634,0.7706168,-1.810047
1,18,63733543476.2351,-0.1915945,0.7661386,-1.503675,-0.9804714,-0.158034,-0.107497,-0.0463208,4,1,4,18.25638,-0.1897498,0.7719541,-1.515492,-0.2812591,0.7695025,-1.772342,0.1188634,0.7706168,-1.810047
1,18,63733543478.4288,-0.3215081,0.7670166,-1.661568,-0.9834262,-0.1705551,0.04232262,-0.04463857,0,1,5,20.44938,-0.2816649,0.7730758,-1.6495,-0.2812591,0.7695025,-1.772342,0.1188634,0.7706168,-1.810047
1,18,63733543481.2334,-0.04108639,0.7686418,-1.697047,-0.9580622,-0.1754432,-0.2262162,-0.01276527,6,1,6,23.25381,-0.04788814,0.7734667,-1.633744,-0.2812591,0.7695025,-1.772342,0.1188634,0.7706168,-1.810047
1,18,63733543483.4938,-0.3023916,0.7646914,-1.416973,-0.9800967,-0.1743625,-0.09382099,-0.01435054,3,1,7,25.51477,-0.2823878,0.7708289,-1.424513,-0.2812591,0.7695025,-1.772342,0.1188634,0.7706168,-1.810047
1,18,63733543486.1803,-0.2026308,0.7656981,-1.546721,-0.9850407,-0.1603083,-0.0446746,-0.04472633,4,1,8,28.20133,-0.1897498,0.7719541,-1.515492,-0.2812591,0.7695025,-1.772342,0.1188634,0.7706168,-1.810047
1,18,63733543488.6945,-0.07542114,0.7684292,-1.569661,0.9775325,0.1324292,0.1612587,0.02980679,5,1,9,30.71498,-0.1083927,0.77261,-1.562111,-0.2812591,0.7695025,-1.772342,0.1188634,0.7706168,-1.810047
1,18,63733543491.2586,-0.308151,0.764553,-1.416187,0.9878291,0.1491014,0.03423696,0.02811411,3,1,10,33.27943,-0.2823878,0.7708289,-1.424513,-0.2812591,0.7695025,-1.772342,0.1188634,0.7706168,-1.810047
1,18,63733543493.9211,-0.29935,0.7657537,-1.590671,0.9791607,0.187724,-0.06841721,0.03637384,1,1,11,35.9417,-0.2819059,0.7723268,-1.574504,-0.2812591,0.7695025,-1.772342,0.1188634,0.7706168,-1.810047
1,18,63733543496.1634,-0.03152426,0.7682469,-1.682032,0.9478291,0.2026042,0.2424727,-0.04217349,6,1,12,38.18448,-0.04788814,0.7734667,-1.633744,-0.2812591,0.7695025,-1.772342,0.1188634,0.7706168,-1.810047
1,18,63733543498.3661,-0.2949053,0.7668255,-1.645706,0.9809029,0.193244,0.008648328,0.02028842,0,1,13,40.38709,-0.2816649,0.7730758,-1.6495,-0.2812591,0.7695025,-1.772342,0.1188634,0.7706168,-1.810047
1,18,63733543500.4572,-0.3100348,0.7644328,-1.452723,0.9850243,0.1641293,0.03915157,0.03543868,2,1,14,42.47775,-0.2821469,0.7715779,-1.499509,-0.2812591,0.7695025,-1.772342,0.1188634,0.7706168,-1.810047
1,18,63733543502.4538,-0.1156087,0.7665425,-1.567167,0.9631367,0.1882277,0.191792,-0.01240889,5,1,15,44.47448,-0.1083927,0.77261,-1.562111,-0.2812591,0.7695025,-1.772342,0.1188634,0.7706168,-1.810047
