Experience 1 passage 1 08/11/2019 16:55 Sujet : Flavien Lebrun
0,3232498;1,769769;-0,8081996;0
0,65;1,7402;-0,85;0
PosRx;PosRy;PosRz;targetNumber;condition;aim_number;PosVx;PosVy;PosVz
-0,05064982;0,7284385;0,8151802;3;3;72;576,524
-0,0514598;0,7288664;0,8003498;3;3;73;580,6046
-0,1275978;0,7295631;0,7624335;0;3;74;584,6705
-0,06019772;0,728488;0,8147725;3;3;75;588,9025
-0,04798151;0,72903;0,80645;3;3;76;593,6501
-0,1071468;0,7283514;0,9358971;7;3;77;599,7446
-0,129636;0,7296878;0,6123514;2;3;78;605,6021
-0,1499191;0,7285523;0,6905741;1;3;79;612,0128
-0,06168917;0,7288015;0,8179462;3;3;80;617,7318
-0,1514561;0,7296792;0,6927179;1;3;81;626,5897
-0,1252875;0,7300372;0,600378;2;3;82;631,6105
-0,2011812;0,7299134;0,8530635;4;3;83;642,1096
-0,1057845;0,7290747;0,771588;0;3;84;646,7391
-0,05415367;0,7294169;0,8089802;3;3;85;651,407
-0,2150645;0,7300074;0,8414752;4;3;86;657,2342
-0,2648721;0,7310166;0,7032479;5;3;87;664,2978
-0,134467;0,7299092;0,6833775;1;3;88;669,793
-0,206484;0,7297728;0,8417111;4;3;89;675,904
-0,2319955;0,7302616;0,5522658;6;3;90;680,7346
-0,1249711;0,7300955;0,6077871;2;3;91;685,2192
-0,1173064;0,7296673;0,6015919;2;3;92;689,66
-0,1234633;0,7301143;0,7748327;0;3;93;697,7956
-0,2227191;0,7300003;0,8383666;4;3;94;703,079
-0,1122103;0,7289631;0,7580292;0;3;95;708,6266
-0,1135707;0,7295375;0,5954367;2;3;96;714,2039
-0,2469;0,730574;0,5569792;6;3;97;719,8994
-0,2821975;0,7297863;0,6931094;5;3;98;725,2285
-0,2163913;0,7296087;0,829761;4;3;99;733,5267
-0,1093289;0,7286187;0,7670001;0;3;100;738,0468
-0,2701098;0,7294794;0,6960005;5;3;101;742,854
-0,2287456;0,7300849;0,554557;6;3;102;747,0317
-0,05426991;0,72853;0,8284507;3;3;103;751,8001
-0,1090463;0,7292435;0,762943;0;3;104;755,4977
-0,1071622;0,7296788;0,7629796;0;3;105;760,4354
-0,2860385;0,7303856;0,7118322;5;3;106;766,7916
-0,1282578;0,72936;0,6998356;1;3;107;771,2034
-0,0984765;0,7288061;0,9421832;7;3;108;776,6379
-0,04821388;0,729111;0,8267033;3;3;109;780,2015
-0,1458505;0,7298747;0,6736795;1;3;110;787,1079
-0,1349057;0,7296848;0,6795141;1;3;111;793,3297
-0,1121542;0,7291835;0,7575446;0;3;112;798,7919
-0,1062769;0,7289404;0,9433838;7;3;113;803,7066
-0,2423653;0,7301895;0,5637162;6;3;114;808,6661
-0,2707056;0,72951;0,7044554;5;3;115;813,7032
-0,05665519;0,7290073;0,8010088;3;3;116;819,1334
-0,1140225;0,7299659;0,7594289;0;3;117;823,0369
-0,1231469;0,7291114;0,6213788;2;3;118;829,6993
-0,06583736;0,729044;0,8264678;3;3;119;836,2504
-0,0405703;0,7287524;0,8347948;3;3;120;842,8229
-0,274988;0,730299;0,7028317;5;3;121;847,9938
-0,1202091;0,7305002;0,5982074;2;3;122;853,8201
-0,1269399;0,7300644;0,6821434;1;3;123;862,7948
-0,2592069;0,7306401;0,5475118;6;3;124;867,1277
-0,1284243;0,7288226;0,9340345;7;3;125;873,1383
-0,1130792;0,7288629;0,7565407;0;3;126;878,7059
-0,1418432;0,7294642;0,67072;1;3;127;883,7576
-0,2743208;0,7295663;0,7074872;5;3;128;888,8752
-0,2764093;0,7298773;0,7004128;5;3;129;894,0531
-0,1399739;0,7284957;0,6868988;1;3;130;899,7662
-0,06206332;0,7279807;0,8242162;3;3;131;905,0046
-0,2470836;0,7299521;0,5612183;6;3;132;910,0084
-0,1205091;0,7293285;0,9289855;7;3;133;915,6558
-0,1261741;0,7289197;0,6091959;2;3;134;920,3176
-0,1243953;0,7291365;0,7500929;0;3;135;924,8304
-0,1110876;0,7301561;0,6066029;2;3;136;928,8179
-0,1314194;0,7288941;0,9327727;7;3;137;935,0506
-0,1183351;0,7291418;0,9232972;7;3;138;939,9319
-0,1197748;0,7291622;0,6842481;1;3;139;944,7686
-0,116525;0,7300102;0,6008951;2;3;140;948,376
-0,2125228;0,7298598;0,8299941;4;3;141;952,8666
-0,1007189;0,7291451;0,7595715;0;3;142;959,6016
-0,1158451;0,7292589;0,9087638;7;3;143;963,1894
-0,0945589;0,729441;0,7542837;0;3;144;966,5782
-0,2637219;0,7294454;0,6960738;5;3;145;971,7874
-0,2169953;0,7288654;0,8284852;4;3;146;977,8869
-0,2750856;0,7299189;0,6911995;5;3;147;983,3931
-0,1055222;0,727817;0,9309888;7;3;148;990,0721
-0,281661;0,7295974;0,6977718;5;3;149;995,3343
-0,2749532;0,7294126;0,6979192;5;3;150;999,7108
-0,2745199;0,7296062;0,6842738;5;3;151;1005,007
-0,1206571;0,7290059;0,9256815;7;3;152;1010,904
-0,2769755;0,7298881;0,6855808;5;3;153;1015,607
-0,2668968;0,7292554;0,682249;5;3;154;1020,253
-0,1046501;0,7274947;0,9300295;7;3;155;1026,81
-0,2729133;0,7296515;0,690035;5;3;156;1032,718
-0,1075474;0,7279544;0,941686;7;3;157;1038,265
-0,11659;0,7280908;0,9225302;7;3;158;1044,524
-0,1193149;0,7286088;0,9170648;7;3;159;1049,886
-0,1212037;0,7288431;0,9135454;7;3;160;1055,013
