Experience 1 passage  07/08/2020 19:10 Sujet : 010
0,25;1,7404;-0,811;0
0,65;1,7402;-0,85;0
ExperimentID;participantID;date;PosRx;PosRy;PosRz;QuaternionRotw;QuaternionRotx;QuaternionRoty;QuaternionRotz;targetNumber;condition;aim_number;PosTargetx;PosTargety;PosTargetz;StartingPositionx;StartingPositiony;StartingPositionz;CalibrationCubex;CalibrationCubey;CalibrationCubez
00002;004;63732419907,6196;0,04937574;0,7600348;-1,438934;0,9552163;0,117655;0,2714988;0,002755341;6;3;1;38,06031;0,04702841;0,7723984;-1,412774;-0,1851003;0,7644604;-1,553274;0,2152495;0,7719426;-1,587698;
00002;004;63732419923,5954;0,003899401;0,7589442;-1,360157;0,9520082;0,1608282;0,2592897;0,02415493;5;3;2;54,03648;-0,01404208;0,7706856;-1,341638;-0,1851003;0,7644604;-1,553274;0,2152495;0,7719426;-1,587698;
00002;004;63732419939,3359;-0,1967472;0,7569315;-1,218052;-0,9830154;-0,1477139;-0,103025;-0,03531615;3;3;3;69,77707;-0,1891127;0,7663319;-1,205469;-0,1851003;0,7644604;-1,553274;0,2152495;0,7719426;-1,587698;
00002;004;63732419976,3601;-0,1781978;0,7570511;-1,281944;0,9901204;0,115402;0,06122223;0,05094922;2;3;4;106,8005;-0,1882666;0,7669632;-1,280461;-0,1851003;0,7644604;-1,553274;0,2152495;0,7719426;-1,587698;
00002;004;63732419993,1739;-0,05142627;0,7583624;-1,292223;-0,9793993;-0,1203315;-0,1361245;-0,08813426;4;3;5;123,6145;-0,09575909;0,768798;-1,295686;-0,1851003;0,7644604;-1,553274;0,2152495;0,7719426;-1,587698;
00002;004;63732420005,5168;-0,1750807;0,7587819;-1,427997;-0,9865994;-0,1528293;-0,04852344;-0,03017229;0;3;6;135,9574;-0,1865744;0,7682258;-1,430446;-0,1851003;0,7644604;-1,553274;0,2152495;0,7719426;-1,587698;
00002;004;63732420018,2841;-0,1635767;0,7578332;-1,356739;-0,9811333;-0,1750508;-0,07661599;-0,02940408;1;3;7;148,7243;-0,1874205;0,7675945;-1,355454;-0,1851003;0,7644604;-1,553274;0,2152495;0,7719426;-1,587698;
00002;004;63732420031,8544;-0,1983518;0,7570395;-1,203584;0,9867116;0,1457213;0,05788727;0,04259923;3;3;8;162,2952;-0,1891127;0,7663319;-1,205469;-0,1851003;0,7644604;-1,553274;0,2152495;0,7719426;-1,587698;
00002;004;63732420048,8532;0,06373303;0,7601073;-1,449702;0,931626;0,1556878;0,3279937;0,01595482;6;3;9;179,2941;0,04702841;0,7723984;-1,412774;-0,1851003;0,7644604;-1,553274;0,2152495;0,7719426;-1,587698;
00002;004;63732420061,5851;-0,1721997;0,7597525;-1,424621;-0,9883839;-0,1351855;-0,05756317;-0,03884256;0;3;10;192,0257;-0,1865744;0,7682258;-1,430446;-0,1851003;0,7644604;-1,553274;0,2152495;0,7719426;-1,587698;
